-2.96713 3.34607
-3.09413 3.97461
-3.22114 4.60316
-3.34815 5.2317
-3.47516 5.86025
-3.60216 6.48879
-3.72917 7.11734
-3.85618 7.74588
-3.98319 8.37443
-4.11019 9.00297
-4.2372 9.63152
-4.36421 10.2601
-4.49121 10.8886
-4.61822 11.5172
-4.74523 12.1457
-4.87224 12.7742
-4.99924 13.4028
-5.12625 14.0313
-5.25326 14.6599
-5.38026 15.2884
-5.50727 15.917
-5.63428 16.5455
-5.76129 17.1741
-5.88829 17.8026
-6.0153 18.4312
-6.14231 19.0597
-6.18484 19.373
-6.22405 19.6739
-6.25995 19.9624
-6.29254 20.2386
-6.32182 20.5024
-6.34779 20.7538
-6.37044 20.9929
-6.38977 21.2196
-6.4058 21.434
-6.41851 21.636
-6.42791 21.8256
-6.434 22.0029
-6.43677 22.1678
-6.43623 22.3203
-6.43238 22.4605
-6.42522 22.5883
-6.41474 22.7038
-6.40095 22.8068
-6.38385 22.8976
-6.36343 22.9759
-6.3397 23.0419
-6.31266 23.0955
-6.28231 23.1368
-6.24864 23.1657
-6.21166 23.1822
-6.17136 23.1864
-6.12776 23.1782
-6.08084 23.1576
-6.03061 23.1247
-5.97706 23.0794
-5.9202 23.0218
-5.86003 22.9518
-5.79655 22.8694
-5.72975 22.7747
-5.65964 22.6676
-5.58622 22.5481
-5.50949 22.4163
-5.42944 22.2721
-5.34608 22.1155
-5.2594 21.9466
-5.16942 21.7653
-5.07612 21.5716
-4.9795 21.3656
-4.87958 21.1472
-4.77634 20.9165
-4.66979 20.6734
-4.55992 20.4179
-4.44675 20.1501
-4.33026 19.8699
-4.21046 19.5773
-4.00617 18.9695
-3.80189 18.3617
-3.59761 17.7538
-3.39333 17.146
-3.18905 16.5381
-2.98477 15.9303
-2.78049 15.3225
-2.57621 14.7146
-2.37192 14.1068
-2.16764 13.4989
-1.96336 12.8911
-1.75908 12.2833
-1.5548 11.6754
-1.35052 11.0676
-1.14624 10.4597
-0.941956 9.8519
-0.737674 9.24406
-0.533393 8.63622
-0.329112 8.02838
-0.124831 7.42054
0.0794506 6.8127
0.283732 6.20486
0.488013 5.59702
0.692294 4.98918
