-3.73205 2.4641
-4.01741 3.03836
-4.30277 3.61261
-4.58813 4.18687
-4.87349 4.76113
-5.15885 5.33538
-5.4442 5.90964
-5.72956 6.4839
-6.01492 7.05815
-6.30028 7.63241
-6.58564 8.20666
-6.871 8.78092
-7.15636 9.35518
-7.44172 9.92943
-7.72708 10.5037
-8.01244 11.0779
-8.29779 11.6522
-8.58315 12.2265
-8.86851 12.8007
-9.15387 13.375
-9.43923 13.9492
-9.72459 14.5235
-10.0099 15.0977
-10.2953 15.672
-10.5807 16.2463
-10.866 16.8205
-10.9882 17.1121
-11.1039 17.3926
-11.2133 17.662
-11.3163 17.9203
-11.4128 18.1676
-11.503 18.4037
-11.5867 18.6288
-11.6641 18.8428
-11.7351 19.0457
-11.7996 19.2375
-11.8578 19.4183
-11.9095 19.5879
-11.9549 19.7465
-11.9939 19.894
-12.0264 20.0304
-12.0526 20.1557
-12.0723 20.2699
-12.0857 20.373
-12.0926 20.4651
-12.0932 20.546
-12.0874 20.6159
-12.0751 20.6747
-12.0565 20.7224
-12.0314 20.7591
-12 20.7846
-11.9622 20.7991
-11.9179 20.8024
-11.8673 20.7947
-11.8102 20.7759
-11.7468 20.746
-11.677 20.7051
-11.6007 20.653
-11.5181 20.5899
-11.429 20.5157
-11.3336 20.4304
-11.2317 20.334
-11.1235 20.2265
-11.0089 20.1079
-10.8878 19.9783
-10.7604 19.8375
-10.6265 19.6857
-10.4863 19.5228
-10.3397 19.3488
-10.1866 19.1637
-10.0272 18.9676
-9.86134 18.7603
-9.6891 18.542
-9.51046 18.3126
-9.32542 18.0721
-9.13397 17.8205
-8.77933 17.2863
-8.42469 16.752
-8.07005 16.2177
-7.71541 15.6835
-7.36077 15.1492
-7.00613 14.615
-6.65149 14.0807
-6.29685 13.5465
-5.94221 13.0122
-5.58756 12.4779
-5.23292 11.9437
-4.87828 11.4094
-4.52364 10.8752
-4.169 10.3409
-3.81436 9.80666
-3.45972 9.27241
-3.10508 8.73815
-2.75044 8.2039
-2.3958 7.66964
-2.04115 7.13538
-1.68651 6.60113
-1.33187 6.06687
-0.977231 5.53261
-0.62259 4.99836
